Numero agrement,SIRET,Raison Sociale,Adresse,Code Postal,Commune,AVL,AOD,AGE,AFE,DMG,CLA,CRE,COQ,CCC,DVV,DGS,DVB,DVG,EOE,ENT,EMG,GCO,GCH,GSA,GAF,OPR,PEC,BOY,GRE,LPL,PVI,VHA,OLI,PBV,VSM
89.387.009,38338918600040,DENAUX,ZAC LES VAUGUILLETTES II 10 RUE SAINT SAUVEUR DES VIGNES,89100,SENS,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
89.387.225,30524113500014,ASS PARENTS AMIS ENFANTS INADAP SENONA,20 RUE DE SAINTE BEATE BP 123,89100,SENS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
89.387.228,26890023000015,CENTRE HOSPITALIER DE SENS,1 AV PIERRE DE COUBERTIN BP 000,89100,SENS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
89.387.238,33825313106818,SOC FRANCAISE RESTAURATION SERVICES,CUISINE CENTRALE 44 BD GEORGES CLEMENCEAU,89100,SENS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
89.402.001,42204936100021,GAEC LECLERE,4 RUE DES SABLONS,89570,SOUMAINTRAIN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
89.405.001,39445306200017,EARL DE LA GARENNE,RUE DE L EGLISE,89560,TAINGY,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,
89.434.002,41773998400017,EARL DU VALLIMAURAIS,13 B RUE DE LA LAMPE,89320,VAUMORT,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
89.460.001,32619414900018,SA MONPOIX,21 FG DE PARIS,89340,VILLENEUVE LA GUYARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
89.464.206,26890030500015,HOPITAL LOCAL DE VILLENEUVE-SUR-YONNE,87 RUE CARNOT,89500,VILLENEUVE SUR YONNE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
89.473.101,35056070200010,EARL DE LA MAITERIE,RUE DES VALOTS,89110,VILLIERS SUR THOLON,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
90.003.002,44450407000038,SARL EST VOLAILLES,ZAC DE LA CHARMOTTE,90170,ANJOUTEY,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,
90.010.001,50451624600023,LES FROMAGERIES DE BLAMONT,283 IMP CLEMENT ADER,54710,LUDRES,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
90.010.002,21900010600720,COMMUNE DE BELFORT - CUISINE CENTRALE,1 PL D ARMES,90000,BELFORT,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
90.010.003,26900129300019,CENTRE HOSPITALIER BELFORT-MONTBELIARD,14 RUE DE MULHOUSE,90000,BELFORT,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
90.010.006,18250012400116,CENTRE REGIONAL OEUVRES UNIV SCOLAIRES - RESTAURANT UNIVERSITAIRE,RUE ERNEST DUVILLARD BP 532,90000,BELFORT,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
90.010.009,33825313101454,SOC FRANCAISE RESTAURATION SERVICES - SODEXHO FRANCE ECOLES UNIVERSITES,46 B FG DE MONTBELIARD,90000,BELFORT,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
90.010.104,39931561300824,METRO CASH & CARRY FRANCE,PARC D ACTIVITE DES HAUTS RUE ALBERT CAMUS,90000,BELFORT,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
90.010.164,21900010600175,COMMUNE DE BELFORT - CENTRE FORMATION APPRENTIS MUNICIPAL,2 RUE RENE CASSIN,90000,BELFORT,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
90.010.222,30015294900016,ASS BONS ENFANTS FONDAT CLAUDE POMPIDO,11 RUE GEORGES POMPIDOU,90000,BELFORT,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
90.032.002,34513051201210,GENEDIS,ZI DANJOUTIN RUE DU 21 NOVEMBRE,90400,DANJOUTIN,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
90.034.002,40080081900015,GAEC FESTILAIT,4 RUE COURTOT,90000,DENNEY,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
90.045.001,37903287300018,SABOREC,RET DE ST DIZIER 1 RUE LES GREPPES,90100,FECHE L'EGLISE,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
90.051.039,49148887000016,GAEC RECONNU TACQUARD,8 RUE DE LA PREUSSE,90140,FROIDEFONTAINE,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
90.059.002,38171304900017,GAEC WURGLER FRERES,1 RUE D ALSACE,90150,LACOLLONGE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
90.091.001,38909042400018,MARTIN DIFFUSION,SAINT GERMAIN LE CHATELET 51 RUE PRINCIPALE,90110,SAINT GERMAIN LE CHATELET,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
90.095.002,40903071500018,ALTENBACH DOMINIQUE,39 RUE PRINCIPALE,90100,SUARCE,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,1,
90.099.023,50839078800026,LE CONVIVIAL SARL,6 RUE DES ECOLES,90340,CHEVREMONT,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.021.002,26910001200013,CENTRE HOSPITALIER GENERAL D'ARPAJON,18 AV DE VERDUN,91290,ARPAJON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.027.005,44357885100018,THADOR,51 RUE DE PONTHIEU,75008,PARIS 8,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
91.027.008,33450476800014,STEF TRANSPORT PARIS ATHIS,ZONE DES GUYARDS CD 118 14 RUE HELENE BOUCHER,91200,ATHIS MONS,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.027.019,50222242500014,BOUCHERIE DU ROUILLON - BOUCHERIE DU ROUILLON,12 AV HENRI DUNANT,91200,ATHIS MONS,,,,,,,,,,1,,1,1,,1,,,,,,,,,,,,,,,
91.027.104,34106769200473,RESTECO - RESTECO - SAINT-CHARLES.,2 RUE G ANTHONIOZ DE GAULLE,91200,ATHIS MONS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.027.140,77811508900048,FONDATION FRANCO BRITANNIQUE SILLERY - CAT DES GUYARDS,ZA DES GUYARDS RUE LOUIS BLERIOT BP 27,91200,ATHIS MONS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.027.266,63204104257979,COMPASS GROUP FRANCE - COMPASS GROUP FRANCE 7950,RUE DE LA NESILLE,91200,ATHIS MONS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.045.003,21910045000010,COMMUNE DE BALLANCOURT SUR ESSONNE - MAIRIE,2 RUE DE LA MAIRIE,91610,BALLANCOURT SUR ESSONNE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.045.004,40161625500014,ILE DE FRANCE FRIGO,CHE DEPARTEMENTAL 17,91610,BALLANCOURT SUR ESSONNE,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.045.010,52783437800012,SUPERGEL 91,CHEMIN DEPARTEMENTAL N 17 RTE DE FONTENAY,91610,BALLANCOURT SUR ESSONNE,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.064.004,21910064100014,COMMUNE DE BIEVRES - MAIRIE,PL DE LA MAIRIE,91570,BIEVRES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.064.131,50500736900026,BOMON,RTE DE FAVREUSE,91570,BIEVRES,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,
91.086.001,96820277000028,SDCA,ZAC DES BORDES RUE PIERRE JOSSE,91070,BONDOUFLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
91.086.008,31680701500193,BRAKE FRANCE SERVICE,LD CLOSEAUX LA MARINIERE 1 RUE DU CANAL,91070,BONDOUFLE,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.086.018,37938476100068,STEF LOGISTIQUE BONDOUFLE - STEF,ZAC DE LA MARINIERE 3 RUE DESIR PREVOST,91070,BONDOUFLE,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.086.020,39775392200038,BG APPRO - DISTRICOUPE,ZAC DE LA MARINIERE 6 RUE DU CANAL,91070,BONDOUFLE,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,1,
91.086.12,38306954900038,SUPERGROUP,PARC DE L'ESPLANADE 2 RUE LOUIS DE BROGLIE,77400,SAINT THIBAULT DES VIGNES,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.086.137,21910086400137,COMMUNE DE BONDOUFLE - MAIRIE,43 RUE CHARLES DE GAULLE,91070,BONDOUFLE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.097.03,41760669600017,NOEL RECEPTIONS,LE CLOS AUCHIN RUE MARCEL PAGNOL,91800,BOUSSY SAINT ANTOINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
91.103.009,78519394700088,ASS AIDE PERSONNE INADAPTEE SUD ESSONN - ESAT LES ATELIERS DU VIEUX CHATRES ANTEN,ZAC MAISON NEUVE 61 AV DE LA COMMUNE DE PARIS,91220,BRETIGNY SUR ORGE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.111.108,78467063000028,CENTRE HOSPITALIER DE BLIGNY,BLIGNY,91640,BRIIS SOUS FORGES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.114.103,78517365900034,ASSOCIATION SAINT PIERRE NOTRE DAME - ECOLE PRIMAIRE SAINT PIERRE,70 RUE DE MONTGERON BP 201,91800,BRUNOY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.122.114,26910224000059,CENTRE HOSPITALIER GENERAL D'ORSAY - IFSI CH D'ORSAY,DOM DU GRAND MESNIL BP 27,91440,BURES SUR YVETTE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.161.003,95420010100051,DISTRIBUTION ALIMENTAIRE PARISIENNE,ZI DU MOULIN A VENT RUE DES MARES JULIENNES,91380,CHILLY MAZARIN,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.161.004,55204499200964,POMONA,ZA DU MOULIN A VENT RUE DES MARES JULIENNES,91380,CHILLY MAZARIN,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.161.010,50159895700022,FRIGO TRANSPORTS 91,36 RTE DE LONGJUMEAU,91380,CHILLY MAZARIN,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.161.012,35144208200415,APETITO SA,5 RUE DES ENTREPRENEURS,91380,CHILLY MAZARIN,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.161.016,25910238200027,SIVU RESTAURATION MUNICIPAL MASSY CHIL,CUISINE CTRALE 4FOURCHETTE 18 RTE DE MASSY,91380,CHILLY MAZARIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.161.035,43784856700024,LES ABATTOIRS DE LA GOELE,4 RTE DE LONGJUMEAU,91380,CHILLY MAZARIN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.161.042,41040901500238,ATAC,ENTREPOTS 1 RUE DENIS PAPIN,91380,CHILLY MAZARIN,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.161.043,58205650300052,SOC FRESCA,ZA DE LA BUTTE AU BERGER 29 RUE HELENE BOUCHER,91380,CHILLY MAZARIN,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.161.140,19910777200014,COLLEGE LES DINES CHIENS,5 AV DE CARLET,91380,CHILLY MAZARIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.161.23,33919543000055,SOFRIPA,RUE DENIS PAPIN,91380,CHILLY MAZARIN,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.174.002,66202519622883,ELRES,RUE JEAN BOUVET,91100,CORBEIL ESSONNES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.174.003,63204104240561,COMPASS GROUP FRANCE - COMPASS GROUP FRANCE 2630N,224 BD JOHN KENNEDY,91100,CORBEIL ESSONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
91.174.021,95820084200010,LAITERIE DES BAS VIGNONS,54 QUAI JACQUES BOURGOIN,91100,CORBEIL ESSONNES,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
91.174.022,19911443000010,COLLEGE LA NACELLE,8 RUE DE LA NACELLE,91100,CORBEIL ESSONNES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.174.029,48868228700021,ESPERA,24 BD GEORGES MICHEL,91100,CORBEIL ESSONNES,,,,,,,,,,1,,1,1,,,,,,,,,,,,,1,,,,
91.174.030,79216458400015,BEREKET CENTER SARL,8 RUE PAUL MAINTENANT,91100,CORBEIL ESSONNES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.174.201,78518352600025,COMITE FAMILIAL SCOLAIRE DE CORBEIL,LYCEE SAINT-LEON 4 QUAI DE L'ESSONNE,91100,CORBEIL ESSONNES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.174.379,26910004600318,CENTRE HOSPITALIER SUD FRANCILIEN - CENTRE HOSPITALIER SUD FRANCILIEN,116 BD JEAN JAURES,91100,CORBEIL ESSONNES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.191.007,44806943500023,WINNER FOODS FRANCE,LA PLAINE HAUTE 34 RUE DES ENTREPRENEURS,91560,CROSNE,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,
91.200.006,19911491900012,COLLEGE CONDORCET,CHE DE L ANC CHP DE COURSE BP 100,91410,DOURDAN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.200.007,20002643300066,CTRE HOSP SUD ESSONNE-DOURDAN-ETAMPES - CENTRE HOSPITALIER,2 RUE DU POTELET,91410,DOURDAN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.201.018,77567088800046,GROUPE HOSPITALIER LES CHEMINOTS,14 RUE ALPHONSE DAUDET,91210,DRAVEIL,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.201.022,26750045200540,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS - HOPITAL DUPUYTREN,1 AV EUGENE DELACROIX,91210,DRAVEIL,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.216.010,26910206700015,HOPITAL DU PERRAY,CENTRE HOSPITALIER VAUCLUSE,91360,EPINAY SUR ORGE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.223.002,32080051900029,SOCIETE COURGEON,12 AV DE LA SABLIERE,91150,ETAMPES,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,
91.223.003,21910223300018,COMMUNE D'ETAMPES - MAIRIE,2 PL DE L'HOTEL DE VILLE,91150,ETAMPES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.223.012,26910009500018,ETS PUBLIC DE SANTE BARTHELEMY DURAND - EPS ETAMPES,AV DU 8 MAI 1945 BP N?69,91150,ETAMPES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.223.168,19911150100011,COLLEGE MARIE CURIE,54 BD BERCHERE,91150,ETAMPES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.223.19,40320696400575,MAXIMO,PARC ACTIVITE DU SUD ESSOR AV DES GRENOTS,91150,ETAMPES,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.226.109,19911447100014,COLLEGE LE ROUSSAY,AV FOCH,91580,ETRECHY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.228.179,19910021500011,COLLEGE LE VILLAGE,10 RUE DU VILLAGE,91000,EVRY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.228.357,21910228200569,COMMUNE D'EVRY - MAIRIE,PL DROITS HOMME ET CITOYEN,91000,EVRY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.235.002,32151400200062,MARTIN-BROWER FRANCE SAS,ZAC DES RADARS RUE CONDORCET,91700,FLEURY MEROGIS,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.235.005,21910235700031,COMMUNE DE FLEURY MEROGIS - ECOLE ELEMENTAIRE PUBLIQUE PAUL LANGEVIN,3 ALL PIERRE BROSSOLETTE,91700,FLEURY MEROGIS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.235.010,55200423600238,PATISFRANCE - PURATOS - PATISFRANCE,ZI DES CIROLIERS 13 RUE CLEMENT ADER,91700,FLEURY MEROGIS,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.235.06,39943942100013,EAST BALT FRANCE,ZONE DES RADARS 22 RUE CONDORCET,91700,FLEURY MEROGIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
91.249.002,33052563500083,EGGTEAM,LA MICHAUDIERE,91470,FORGES LES BAINS,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
91.272.02,38837436500020,ETABLISSEMENTS LANIER,14 RUE DU HUIT MAI 1945,91190,GIF SUR YVETTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
91.286.009,41420071700026,B.L.M. DISTRIBUTION,ZAC DES RADARS 5 RUE JEAN JACQUES ROUSSEAU,91350,GRIGNY,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.286.136,19912113800010,COLLEGE SONIA DELAUNAY,CHE DU PLESSIS,91350,GRIGNY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.326.012,34810122100029,LA FABRICATION BARCELO,34 RUE PASTEUR,91260,JUVISY SUR ORGE,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
91.340.005,39931561300329,METRO CASH & CARRY FRANCE,RN 446 PIECE DE LA REMISE,91090,LISSES,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,
91.340.008,96520215300049,UNION PRIMEURS ETABLISSEMENTS LAURANCE,ZI L'EGLANTIER 13 RUE DES CERISIERS,91090,LISSES,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.340.010,43369186200158,ID LOGISTICS FRANCE,ZAC DE LA REMISE RUE THOMAS EDISON,91090,LISSES,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.340.012,75256603400019,ALS - ALTERNATIVE LOGISTIQUE SYSTEME,ZI PETITE MONTAGNE SUD 18 RUE DES CEVENNES,91090,LISSES,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.347.003,21910347000015,COMMUNE DE LONGPONT SUR ORGE - MAIRIE,PL COMBATTANTS,91310,LONGPONT SUR ORGE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.363.152,21910363700019,COMMUNE DE MARCOUSSIS - MAIRIE,5 RUE ALFRED DUBOIS,91460,MARCOUSSIS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.377.023,41008103800029,COSANT,ZAC DU PEROU 23 RUE DU PEROU,91300,MASSY,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.377.040,79257612600025,GUANG MING,21 AV DU PRESIDENT J F KENNEDY,91300,MASSY,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,
91.377.101,19910624600010,COLLEGE BLAISE PASCAL,2 ALL D AJACCIO,91300,MASSY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.386.109,33825308119628,SODEXO SANTE MEDICO SOCIAL,MAS MENNECY RUE LAVOISIER,91540,MENNECY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.411.105,78521671400093,ASSOCIATION LES TOUT PETITS - MAISON D ACCUEIL SPECIALISE,71 B RUE DE CERNAY,91470,LES MOLIERES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.421.001,26910169700010,CAISSE DES ECOLES DE MONTGERON - CDE,MAIRIE DE MONTGERON 112 AV DE LA REPUBLIQUE,91230,MONTGERON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.425.004,21910425400020,COMMUNE DE MONTLHERY - ECOLE PRIMAIRE PARC MIRABLON,15 RUE DES ARCHERS,91310,MONTLHERY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.432.002,59202220600037,CHEDEVILLE-CHARCUTERIE DE PARIS,148 AV RENE MORIN,91420,MORANGIS,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,1,
91.432.010,38037535200032,ANTHES,RD 118 1 LES FROIDES BOUILLIES,91420,MORANGIS,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,
91.432.019,96220158800085,DOMAFRAIS,RD 118 1 LES FROIDES BOUILLIES,91420,MORANGIS,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
91.434.002,19910042100015,COLLEGE JEAN ZAY,8 RUE JULES VALLES,91390,MORSANG SUR ORGE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.434.011,33476927000102,ALTERITE - CAT ATELIERS MORSANTOIS-FOYER,ESAT LES ATELIERS MORSAINTOIS 6 RUE JULES VALLES,91390,MORSANG SUR ORGE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.434.161,21910434600016,COMMUNE DE MORSANG SUR ORGE - MAIRIE,SQ ALEXANDRE CHRISTOPHE 72 RUE JEAN RAYNAL,91390,MORSANG SUR ORGE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.458.04,21910458500019,COMMUNE DE NOZAY - MAIRIE,PL DE LA MAIRIE,91620,NOZAY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.471.004,21910471800222,COMMUNE DE ORSAY - ECOLE MATERNELLE PUBLIQUE LE CENTRE,4 RUE SERPENTE,91400,ORSAY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.471.180,49333794300010,IMMO PARC ORSAY SAS,102 AV DES CHAMPS ELYSEES,75008,PARIS 8,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.477.002,45146406900017,LA TABLE DE LA MEDITERRANEE,ZAC DE PALAISEAU 13 AV DU 1ER MAI,91120,PALAISEAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
91.477.011,97150244800055,DANONE RESEARCH,CD 128 CHE DE LA HUNIERE,91120,PALAISEAU,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
91.479.010,21910479100013,COMMUNE DE PARAY VIEILLE POSTE - MAIRIE,PL HENRI BARBUSSE,91550,PARAY VIEILLE POSTE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.479.11,44215180900013,MEDIAL,54 AV DE VERDUN,91550,PARAY VIEILLE POSTE,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.482.003,49942630200018,CHD,FERME DE FROMENTEAU,91470,PECQUEUSE,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,
91.508.101,48520438200017,SARL FERME DU GRAND CLOS,18 B RUE DE VAUPAILLARD,91150,PUISELET LE MARAIS,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,
91.511.001,30992858800024,LICINA AVOULY,15 RTE DE THIONVILLE,91740,PUSSAY,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,
91.514.005,21910514500011,COMMUNE DE QUINCY SOUS SENART - MAIRIE,5 RUE COMBS LA VILLE,91480,QUINCY SOUS SENART,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.521.002,21910521000013,COMMUNE DE RIS ORANGIS - MAIRIE,PL DU GENERAL DE GAULLE,91130,RIS ORANGIS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.521.005,34377303200028,PROMO VIANDE 91,LA ROCHE DU ROI GUILLAUME CTRE COMMER HAMEAU ROCHE,91130,RIS ORANGIS,,,,,,,,,,1,,1,1,,1,,,,,,,,,,,,,,,
91.521.157,44793864800022,THEMIS CHATEAU DRANEM,17 AV DE RIGNY,91130,RIS ORANGIS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.549.003,19911042000015,COLLEGE PAUL ELUARD,RUE LEO LAGRANGE,91700,SAINTE GENEVIEVE DES BOIS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.549.005,21910549100019,COMMUNE DE SAINTE-GENEVIEVE-DES-BOIS - MAIRIE,PL ROGER PERRIAUD,91700,SAINTE GENEVIEVE DES BOIS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.549.049,38289175200182,BIOCOOP,ZAC DE LA CROIX BLANCHE RUE DE LA FOSSE AUX LEUX,91700,SAINTE GENEVIEVE DES BOIS,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.552.011,42824028700451,LOGIDIS COMPTOIRS MODERNES,CHE DES 50 ARPENTS,91180,SAINT GERMAIN LES ARPAJON,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.552.124,21910552500097,COMMUNE DE SAINT GERMAIN LES ARPAJON - MAIRIE,HOTEL DE VILLE RUE RENE DECLE,91180,SAINT GERMAIN LES ARPAJON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.553.108,19911341600010,COLLEGE LA TUILERIE,AV CHARLES DE GAULLE,91250,SAINT GERMAIN LES CORBEIL,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.570.009,32718363800045,ALIMENTAR,ZAC DE LA NOUE ROUSSEAU AV CONDORCET,91240,SAINT MICHEL SUR ORGE,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.587.002,21910587100012,COMMUNE DE SAULX LES CHARTREUX - MAIRIE,62 RUE DE LA DIVISION LECLERC BP 383,91160,LONGJUMEAU,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.587.103,19911029700017,COLLEGE PICASSO,32 RUE DU PONT-NEUF,91160,SAULX LES CHARTREUX,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.589.017,19911252500019,COLLEGE LES GATINES RENE CASSIN,6 AV MAL DE LATTRE DE TASSIGNY,91600,SAVIGNY SUR ORGE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.589.243,33825313111297,SOC FRANCAISE RESTAURATION SERVICES,CUISINE CENTRALE DE SAVIGNY 28 AV CHARLES MOSSLER,91600,SAVIGNY SUR ORGE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.600.002,21910600200013,COMMUNE DE SOISY SUR SEINE - MAIRIE,BD DE LA REPUBLIQUE,91450,SOISY SUR SEINE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.617.012,38705033900101,DISTRIB PROD AGRICOL MAGALLON,11 RUE PARC DU VERGER,91250,TIGERY,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.657.137,19910776400011,COLLEGE PAUL ELUARD,RUE PAUL ELUARD BP 27,91270,VIGNEUX SUR SEINE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.659.004,32631546200100,FAUCHON,ZAC DES BRATEAUX,91100,VILLABE,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.661.009,33025598500062,SOCIETE DES CONCEPTS ALIMENTAIRES,ZA DE COURTABOEUF 20 AV DE LA BALTIQUE BP 306,91958,COURTABOEUF,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91.665.005,21910665500018,COMMUNE DE LA VILLE DU BOIS - MAIRIE,9 RUE DU GRAND NOYER,91620,LA VILLE DU BOIS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
91.667.003,21910667100015,COMMUNE DE VILLEMOISSON SUR ORGE - MAIRIE,22 RUE DU GRAND ORME,91360,VILLEMOISSON SUR ORGE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
